TCP,407.18 Mbps
TCP,471.79 Mbps
TCP,357.78 Mbps
TCP,475.96 Mbps
TCP,492.96 Mbps
TCP,510.6 Mbps
TCP,491.52 Mbps
TCP,459.57 Mbps
TCP,474.03 Mbps
TCP,456.82 Mbps
