UDP,1.05 Mbps,0.8 ms,0 %
UDP,1.05 Mbps,0.34 ms,0 %
UDP,1.05 Mbps,0.27 ms,0 %
UDP,1.05 Mbps,0.38 ms,0 %
UDP,1.05 Mbps,0.3 ms,0 %
UDP,1.05 Mbps,0.36 ms,0 %
UDP,1.05 Mbps,0.57 ms,0 %
UDP,1.05 Mbps,0.86 ms,0 %
UDP,1.05 Mbps,0.65 ms,0 %
UDP,1.05 Mbps,1.25 ms,0 %
