TCP,541.23 Mbps
TCP,530.79 Mbps
TCP,520.74 Mbps
TCP,583.62 Mbps
TCP,551.21 Mbps
TCP,575.5 Mbps
TCP,536.42 Mbps
TCP,574.54 Mbps
TCP,588.22 Mbps
TCP,586.88 Mbps
TCP,567.22 Mbps
TCP,589.71 Mbps
TCP,587.71 Mbps
TCP,590.64 Mbps
TCP,590.83 Mbps
TCP,574.42 Mbps
TCP,537.55 Mbps
TCP,582.74 Mbps
TCP,604.06 Mbps
TCP,626.64 Mbps
TCP,633.34 Mbps
TCP,604.0 Mbps
TCP,615.4 Mbps
TCP,659.1 Mbps
TCP,594.22 Mbps
