UDP,1.05 Mbps,0.36 ms,0 %
UDP,1.05 Mbps,0.26 ms,0 %
UDP,1.05 Mbps,0.23 ms,0 %
UDP,1.05 Mbps,0.3 ms,0 %
UDP,1.05 Mbps,0.5 ms,0 %
